OBJECTID,COMPKEY,COMPTYPE,SEGKEY,DISTANCE,WIDTH,UNITID,UNITTYPE,UNITDESC,BIKE_FACILITY,RACK_CAPACITY,DELINEATOR_POSTS,FINISH_TYPE,SURFACE_TYPE,INSTALL_DATE,MOUNT_TYPE,COLOR,MANUFACTURER,MODEL_TYPE,CONDITION,CONDITION_ASSESSMENT_DATE,SIDE,OWNERSHIP,CURRENT_STATUS,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,OVERRIDEYN,OVERRIDECOMMENT,Shape,SHAPE_LNG,SHAPE_LAT
2716,519121,16,15876,577,-17,BKR-458,BKR,N 78TH ST 0010 BLOCK S SIDE ( 564) 69 FT W/O GREENWOOD AVE N                                                                                                                                                                                                   ,SGL,2,N,GALV,PCC-PAD,03/13/2009 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,08/03/2009 12:00:00 AM +0000,S,SDOT,INSVC,DISTRICT6, ,N,,"(47.68543747900003, -122.35563482499998)",-122.355634826209013,47.685437478943399
2717,519202,16,16931,73,-24,BKR-1686,BKR,NE 50TH ST 0110 BLOCK S SIDE (  50) 50 FT E/O 11TH AVE NE                                                                                                                                                                                                      ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/27/2009 12:00:00 AM +0000,S,SDOT,INSVC,DISTRICT4, ,N,,"(47.66485910200004, -122.31604070399999)",-122.316040705122006,47.664859102070203
2718,519203,16,16931,198,-24,BKR-676,BKR,NE 50TH ST 0110 BLOCK S SIDE ( 175) 49 FT W/O 12TH AVE NE                                                                                                                                                                                                      ,SGL,2,N,GALV,PCC,12/05/2007 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/27/2009 12:00:00 AM +0000,S,SDOT,INSVC,DISTRICT4, ,N,,"(47.664854337000065, -122.31553526999994)",-122.315535271669006,47.664854336557099
2719,517783,16,15842,578,17,BKR-2381,BKR,N 74TH ST 0010 BLOCK N SIDE ( 565) 68 FT W/O GREENWOOD AVE N                                                                                                                                                                                                   ,SGL,2,N,GALV,PCC-PAD,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,07/31/2009 12:00:00 AM +0000,N,SDOT,INSVC,DISTRICT6, ,N,,"(47.682600612000044, -122.35563299399996)",-122.355632995513005,47.682600612152498
2720,622256,16,16929,192,23,BKR-3479,BKR,NE 50TH ST 0090 BLOCK N SIDE ( 169) 40 FT W/O ROOSEVELT WAY NE                                                                                                                                                                                                 ,SGL,2,N,GALV,PCC,11/06/2014 12:00:00 AM +0000,SUFMT, , ,BKR-INVRU,GOOD,06/01/2015 12:00:00 AM +0000,N,SDOT,INSVC,DISTRICT4, ,N,,"(47.66500208800005, -122.31766142199996)",-122.317661422887994,47.665002088124503
2721,622257,16,16929,188,23,BKR-3480,BKR,NE 50TH ST 0090 BLOCK N SIDE ( 165) 44 FT W/O ROOSEVELT WAY NE                                                                                                                                                                                                 ,SGL,2,N,GALV,PCC,11/06/2014 12:00:00 AM +0000,SUFMT, , ,BKR-INVRU,GOOD,06/01/2015 12:00:00 AM +0000,N,SDOT,INSVC,DISTRICT4, ,N,,"(47.66500219400007, -122.31767757999995)",-122.317677581403998,47.665002193966103
2722,517741,16,16896,236,-25,BKR-261,BKR,NE 47TH ST 0130 BLOCK S SIDE ( 215) 23 FT W/O UNIVERSITY WAY NE                                                                                                                                                                                                ,SGL,2,N,GALV,PCC,04/07/2006 12:00:00 AM +0000,STBS,NONE,BKR-CRMTL,BKR-CRRKB,GOOD,07/24/2009 12:00:00 AM +0000,S,SDOT,INSVC,DISTRICT4, ,N,,"(47.66302451400003, -122.31328475699996)",-122.313284758013012,47.6630245140027
2723,517784,16,15842,586,17,BKR-2466,BKR,N 74TH ST 0010 BLOCK N SIDE ( 573) 60 FT W/O GREENWOOD AVE N                                                                                                                                                                                                   ,SGL,2,N,GALV,PCC-PAD,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,07/31/2009 12:00:00 AM +0000,N,SDOT,INSVC,DISTRICT6, ,N,,"(47.68260058900006, -122.35560054199999)",-122.355600542926013,47.682600589263899
2724,632389,16,12964,63,-31,BKR-3603,BKR,STONE WAY N 0420 BLOCK E SIDE (  50) 50 FT N/O N 42ND ST                                                                                                                                                                                                       ,SGL,2,N,GALV,PCC,01/22/2016 12:00:00 AM +0000, , , , ,GOOD,,E,SDOT,INSVC,DISTRICT4, ,N,,"(47.65818418100008, -122.34218039099994)",-122.342180392759005,47.6581841809259
2725,517607,16,14876,168,17,BKR-474,BKR,E THOMAS ST 0300 BLOCK N SIDE ( 155) 35 FT W/O 31ST W AVE E                                                                                                                                                                                                    ,SGL,6,N,GALV,PCC-PAD,10/16/2008 12:00:00 AM +0000,SUFMT,NONE,BKR-CORA,BKR-W3606,GOOD,08/18/2009 12:00:00 AM +0000,N,SDOT,INSVC,DISTRICT3, ,N,,"(47.621373094000035, -122.29249200199996)",-122.292492003302996,47.621373094129005
2726,517790,16,12962,116,31,BKR-2503,BKR,STONE WAY N 0402 BLOCK W SIDE ( 103) 103 FT N/O N LUCAS PL                                                                                                                                                                                                     ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/30/2009 12:00:00 AM +0000,W,SDOT,INSVC,DISTRICT4, ,N,,"(47.656247104000045, -122.34252264899999)",-122.342522650816008,47.656247104031003
2727,639538,16,11558,183,-24,BKR-3653,BKR,M L KING JR WR WAY S 0670 BLOCK W SIDE ( 160) 160 FT S/O S HOLLY ST                                                                                                                                                                                            ,SGL,2,N,GALV,PCC,01/22/2016 12:00:00 AM +0000, , , , ,GOOD,,W,SDOT,INSVC,DISTRICT2, ,N,,"(47.54196247900006, -122.283771807)",-122.283771808389005,47.541962478888401
2728,519364,16,18282,78,-30,BKR-2212,BKR,NW 36TH ST 0010 BLOCK N SIDE (  55) 55 FT W/O 1ST AVE NW                                                                                                                                                                                                       ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK, ,,N,SDOT,OUTSVC,DISTRICT6, ,N,,"(47.65311052000004, -122.35792310999994)",-122.357923111055001,47.6531105200662
2729,519205,16,23422,194,-24,BKR-1091,BKR,W HARRISON ST 0009 BLOCK N SIDE ( 174) 106 FT E/O 1ST AVE W                                                                                                                                                                                                    ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/21/2009 12:00:00 AM +0000,N,SDOT,INSVC,DISTRICT7, ,N,,"(47.62217717100003, -122.35751302899996)",-122.357513030784006,47.622177170692503
2730,670323,16,18282,49,-30,BKR-3913,BKR,NW 36TH ST 0010 BLOCK N SIDE (  26) 26 FT W/O 1ST AVE NW                                                                                                                                                                                                       ,SGL,2,N,GALV,PCC,03/15/2017 12:00:00 AM +0000,SUFMT, , ,BKR-INVRU,GOOD,03/15/2017 12:00:00 AM +0000,N, ,INSVC,DISTRICT6, ,N,,"(47.65308558800007, -122.35781170699994)",-122.357811708314017,47.653085588317097
2731,519200,16,13955,277,-29,BKR-1396,BKR,E DENNY WAY 0110 BLOCK S SIDE ( 264) 32 FT W/O 12TH AVE                                                                                                                                                                                                        ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,07/21/2009 12:00:00 AM +0000,S,SDOT,INSVC,DISTRICT3, ,N,,"(47.61868760700003, -122.31709453499997)",-122.31709453638301,47.618687606522101
2732,591367,16,13916,41,17,BKR-3171,BKR,E COLUMBIA ST 0180 BLOCK N SIDE (  28) 28 FT E/O 18TH AVE                                                                                                                                                                                                      ,CLSTR,14,N,GALV,AC,11/30/2012 12:00:00 AM +0000,SUFMT, ,SDOT,BKR-INVRU,GOOD,10/18/2012 12:00:00 AM +0000,N,SDOT,INSVC,DISTRICT3, ,N,,"(47.60924058100005, -122.30875617099997)",-122.308756172258001,47.609240580810699
2733,519327,16,15948,249,-24,BKR-1031,BKR,N 85TH ST 0010 BLOCK S SIDE ( 226) 58 FT W/O PALATINE AVE N                                                                                                                                                                                                    ,SGL,2,N,GALV,PCC,04/16/2009 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-INVRU,GOOD,08/03/2009 12:00:00 AM +0000,S,SDOT,INSVC,DISTRICT6, ,N,,"(47.69053882600008, -122.35697473399995)",-122.356974735003007,47.690538826202797
2734,517503,16,12780,203,29,BKR-319,BKR,SENECA ST 0100 BLOCK NW SIDE ( 188) 108 FT SW/O BOREN AVE                                                                                                                                                                                                      ,SGL,2,N,GALV,PCC,03/21/2005 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,08/27/2009 12:00:00 AM +0000,NW,SDOT,INSVC,DISTRICT3, ,N,,"(47.61066046800005, -122.32691878999998)",-122.326918791379015,47.610660467802496
2735,597243,16,12777,157,-24,BKR-3294,BKR,SENECA ST 0070 BLOCK SE SIDE ( 147) 75 FT SW/O 8TH AVE                                                                                                                                                                                                         ,CLSTR,14,N,GALV,PCC,05/31/2013 12:00:00 AM +0000, , , , , ,,SE,SDOT, ,DISTRICT7, ,N,,"(47.609183881000035, -122.33004090399999)",-122.330040904916018,47.609183880830003
2736,516993,16,8294,399,34,BKR-1672,BKR,8TH AVE N 0090 BLOCK W SIDE ( 379) 360 FT S/O WESTLAKE S AVE N                                                                                                                                                                                                 ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/28/2009 12:00:00 AM +0000,W,SDOT,INSVC,DISTRICT7, ,N,,"(47.62822704900003, -122.34113112699998)",-122.341131128657011,47.628227048626492
2737,516994,16,8294,508,34,BKR-1673,BKR,8TH AVE N 0090 BLOCK W SIDE ( 488) 251 FT S/O WESTLAKE S AVE N                                                                                                                                                                                                 ,SGL,2,N,GALV,PCC,08/03/2009 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/28/2009 12:00:00 AM +0000,W,SDOT,INSVC,DISTRICT7, ,N,,"(47.628525291000074, -122.34112386199996)",-122.341123863777014,47.628525290570494
2738,518663,16,18035,128,9,BKR-2102,BKR,NE NORTHLAKE WAY 0065 BLOCK N SIDE ( 105) 105 FT E/O NE NORTHLAKE PL                                                                                                                                                                                           ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/27/2009 12:00:00 AM +0000,N,SDOT,INSVC,DISTRICT4, ,N,,"(47.65453718800006, -122.32142164099997)",-122.321421642126012,47.654537188119697
2739,519056,16,21418,69,-17,BKR-2384,BKR,S VALE ST 0120 BLOCK S SIDE (  56) 24 FT W/O AIRPORT WAY S                                                                                                                                                                                                     ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,08/05/2009 12:00:00 AM +0000,S,SDOT,INSVC,DISTRICT2, ,N,,"(47.549172448000036, -122.31702603699995)",-122.317026038520012,47.549172448048296
2740,519025,16,16895,69,-26.5,BKR-396,BKR,NE 47TH ST 0120 BLOCK S SIDE (  48) 48 FT E/O 12TH AVE NE                                                                                                                                                                                                      ,SGL,2,N,GALV,PCC,04/07/2006 12:00:00 AM +0000,STBS,NONE,BKR-CRMTL,BKR-CRRKB,GOOD,07/28/2009 12:00:00 AM +0000,S,SDOT,INSVC,DISTRICT4, ,N,,"(47.663031481000075, -122.31498531199998)",-122.314985313748011,47.663031480484001
2741,519119,16,17986,353,-23,BKR-229,BKR,NE CAMPUS EB PY 0105 BLOCK S SIDE ( 353) 60 FT W/O 12TH AVE NE                                                                                                                                                                                                 ,SGL,2,N,GALV,PCC,06/27/2006 12:00:00 AM +0000,STBS,NONE,BKR-CRMTL,BKR-CRRKB,GOOD,07/27/2009 12:00:00 AM +0000,S,SDOT,INSVC,DISTRICT4, ,N,,"(47.65595234800003, -122.31587303499998)",-122.315873036517004,47.655952348185302
2742,595015,16,10386,119,-38,BKR-3262,BKR,FAUNTLEROY WAY SW 0453 BLOCK NW SIDE (  96) 264 FT NE/O 39TH AVE SW                                                                                                                                                                                            ,SGL,8,N,GALV,PCC-PAD,03/11/2013 12:00:00 AM +0000,SUFMT, , ,BKR-W4508, ,,NW,SDOT,INSVC,DISTRICT1, ,N,,"(47.562082743000076, -122.38052736699996)",-122.380527368799989,47.562082742630096
2743,609581,16,21289,18,-30,BKR-3344,BKR,S SPOKANE ST 0172 BLOCK S SIDE (   5) 5 FT E/O LAFAYETTE AVE S                                                                                                                                                                                                 ,CLSTR,4,N,GALV,PCC,11/01/2013 12:00:00 AM +0000,SUFMT, , ,BKR-INVRU,GOOD,09/01/2016 12:00:00 AM +0000,S,SDOT,INSVC,DISTRICT2, ,N,,"(47.57184273000007, -122.31023504299998)",-122.310235044411016,47.571842730390294
2744,574254,16,17971,256,16,BKR-3046,BKR,NE BLAKELEY ST 0290 BLOCK NE SIDE ( 256) 115 FT NW/O 30TH N AVE NE                                                                                                                                                                                             ,SGL,2,N,GALV,PCC,01/24/2012 12:00:00 AM +0000,SUFMT,GRY,BKR-CRMTL,BKR-INVRU,GOOD,02/08/2012 12:00:00 AM +0000,NE,SDOT,INSVC,DISTRICT4, ,N,,"(47.66547547400006, -122.29595307399995)",-122.295953075396,47.665475473607401
2745,519171,16,6599,120,30,BKR-2721,BKR,42ND AVE SW 0470 BLOCK E SIDE (  83) 83 FT S/O SW ALASKA ST                                                                                                                                                                                                    ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,08/10/2009 12:00:00 AM +0000,E,SDOT,INSVC,DISTRICT1, ,N,,"(47.560741619000055, -122.38534613399997)",-122.385346135378995,47.560741618902803
